,genbank_accessions,genome_id,genome_name,organism_name,taxon_id,genome_status,strain,culture_collection,type_strain,completion_date,bioproject_accession,biosample_accession,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,assembly_method,chromosomes,plasmids,genome_length,gc_content,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,host_health,comments,assembly_name,assembly_type,assembly_status,refseq_category,source_database,paired_accession,paired_assembly,bioproject_lineage_accessions,bioproject_lineage_titles,biosample_last_updated,biosample_publication_date,biosample_submission_date,biosample_package,biosample_status,biosample_description,biosample_owner,biosample_collected_by,biosample_lat_lon,biosample_sample_ids,biosample_models,biosample_bioprojects,biosample_attributes_json,annotation_name,annotation_provider,annotation_release_date,annotation_gene_total,annotation_gene_non_coding,annotation_gene_other,checkm_marker_set,checkm_marker_set_rank,checkm_version,checkm_completeness,checkm_contamination,checkm_completeness_percentile,checkm_species_tax_id,ani_match_status,ani_category,ani_comment,ani_submitted_match_assembly,ani_submitted_match_ani,ani_submitted_match_organism,assembly_stats_contig_n50,assembly_stats_contig_l50,assembly_stats_gc_count,assembly_stats_genome_coverage,assembly_stats_atgc_count,organism_infraspecific_names_strain,organism_infraspecific_names_isolate,assembly_stats_total_number_of_chromosomes,wgs_project_accession,annotation_count_gene_total,annotation_count_gene_protein_coding,annotation_count_gene_pseudogene,mash_cluster,mlst_source,mlst,isolation_source_l1,isolation_source_l2,serotype
273,GCA_019857285.1,GCF_019857285.1,Pseudomonas aeruginosa SRRSH1002,Pseudomonas aeruginosa,287,Complete,SRRSH1002,,,2021-09-02,PRJNA672835,SAMN16656075,GCF_019857285.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,Unicycler v. 0.4.8,2,1,6959351,66.0,6333,,2018-09-14,China,China:Hangzhou,Homo sapiens,,,ASM1985728v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857285.1,"{'accession': 'GCA_019857285.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:04.999,2021-06-30T00:00:00.000,2020-11-03T20:44:06.606,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:04.999'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.26 N 120.19 E,"{'label': 'Sample name', 'value': 'SRRSH1002_hybrid'};{'db': 'SRA', 'value': 'SRS7660943'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""SRRSH1002""}, {""name"": ""collection_date"", ""value"": ""2018-09-14""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.26 N 120.19 E""}, {""name"": ""num_replicons"", ""value"": ""2""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857285.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6502,80,,Pseudomonas aeruginosa,species,v1.2.3,99.18,1.33,35.0801,287,species_match,category_na,na,GCA_001045685.1,99.39,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6909981,1,4579850,169.7,6959351,SRRSH1002,,2.0,,6502.0,6333.0,89.0,27,PubMLST,463,other,unknown,O4
274,GCA_019857305.1,GCF_019857305.1,Pseudomonas aeruginosa SRRSH1408,Pseudomonas aeruginosa,287,Complete,SRRSH1408,,,2021-09-02,PRJNA672835,SAMN16656076,GCF_019857305.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,Unicycler v. 0.4.8,2,1,6941269,66.0,6313,,2018-10-03,China,China:Hangzhou,Homo sapiens,,,ASM1985730v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857305.1,"{'accession': 'GCA_019857305.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:06.673,2021-06-30T00:00:00.000,2020-11-03T20:44:06.626,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:06.673'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.26 N 120.20 E,"{'label': 'Sample name', 'value': 'SRRSH1408_hybrid'};{'db': 'SRA', 'value': 'SRS7660937'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""SRRSH1408""}, {""name"": ""collection_date"", ""value"": ""2018-10-03""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.26 N 120.20 E""}, {""name"": ""num_replicons"", ""value"": ""2""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857305.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6480,80,,Pseudomonas aeruginosa,species,v1.2.3,99.15,1.33,33.534,287,species_match,category_na,na,GCA_001045685.1,99.39,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6896843,1,4569623,230.8,6941269,SRRSH1408,,2.0,,6480.0,6313.0,87.0,27,PubMLST,463,other,unknown,O4
275,GCA_019857325.1,GCF_019857325.1,Pseudomonas aeruginosa QZPH41,Pseudomonas aeruginosa,287,Complete,QZPH41,,,2021-09-02,PRJNA672835,SAMN16656074,GCF_019857325.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,Unicycler v. 0.4.8,2,1,6634556,66.0,6063,,2018-09-17,China,China:Quzhou,Homo sapiens,,,ASM1985732v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857325.1,"{'accession': 'GCA_019857325.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:04.936,2021-06-30T00:00:00.000,2020-11-03T20:44:06.590,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:04.936'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,28.97 N 118.88 E,"{'label': 'Sample name', 'value': 'QZPH41_hybrid'};{'db': 'SRA', 'value': 'SRS7660942'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""QZPH41""}, {""name"": ""collection_date"", ""value"": ""2018-09-17""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Quzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""28.97 N 118.88 E""}, {""name"": ""num_replicons"", ""value"": ""2""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857325.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6192,80,,Pseudomonas aeruginosa,species,v1.2.3,99.39,0.58,52.8769,287,species_match,category_na,na,GCA_024169805.1,99.31,Pseudomonas aeruginosa,6546346,1,4392212,120.6,6634556,QZPH41,,2.0,,6192.0,6063.0,49.0,90,PubMLST,3503,other,unknown,O7
276,GCA_019857345.1,GCF_019857345.1,Pseudomonas aeruginosa NDTH10366,Pseudomonas aeruginosa,287,Complete,NDTH10366,,,2021-09-02,PRJNA672835,SAMN16656073,GCF_019857345.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,Unicycler v. 0.4.8,2,1,7366669,65.0,6810,,missing,China,China:Nanjing,Homo sapiens,,,ASM1985734v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857345.1,"{'accession': 'GCA_019857345.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:06.652,2021-06-30T00:00:00.000,2020-11-03T20:44:06.570,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:06.652'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,32.04 N 118.78 E,"{'label': 'Sample name', 'value': 'NDTH10366_hybrid'};{'db': 'SRA', 'value': 'SRS7660941'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""NDTH10366""}, {""name"": ""collection_date"", ""value"": ""missing""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Nanjing""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""32.04 N 118.78 E""}, {""name"": ""num_replicons"", ""value"": ""2""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857345.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,7003,80,,Pseudomonas aeruginosa,species,v1.2.3,97.64,2.19,9.55826,287,species_match,category_na,na,GCA_001045685.1,99.39,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6974425,1,4803418,112.2,7366669,NDTH10366,,2.0,,7003.0,6810.0,113.0,27,PubMLST,463,other,unknown,O4
277,GCA_019857365.1,GCF_019857365.1,Pseudomonas aeruginosa WTJH12,Pseudomonas aeruginosa,287,Complete,WTJH12,,,2021-09-02,PRJNA672835,SAMN16656072,GCF_019857365.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,Unicycler v. 0.4.8,2,1,6950092,65.5,6431,,2018-02-09,China,China:Wuhan,Homo sapiens,,,ASM1985736v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857365.1,"{'accession': 'GCA_019857365.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:04.915,2021-06-30T00:00:00.000,2020-11-03T20:44:06.543,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:04.915'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.52 N 114.31 E,"{'label': 'Sample name', 'value': 'WTJH12_hybrid'};{'db': 'SRA', 'value': 'SRS7660940'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""WTJH12""}, {""name"": ""collection_date"", ""value"": ""2018-02-09""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Wuhan""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.52 N 114.31 E""}, {""name"": ""num_replicons"", ""value"": ""2""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857365.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6570,80,,Pseudomonas aeruginosa,species,v1.2.3,99.61,1.83,76.4274,287,species_match,category_na,na,GCA_024169805.1,99.37,Pseudomonas aeruginosa,6553129,1,4567279,102.0,6950092,WTJH12,,2.0,,6570.0,6431.0,59.0,37,PubMLST,485,other,unknown,O4
278,GCA_019857405.1,GCF_019857405.1,Pseudomonas aeruginosa ZPPH33,Pseudomonas aeruginosa,287,Complete,ZPPH33,,,2021-09-02,PRJNA672835,SAMN19950575,GCF_019857405.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,unicycler v. 0.4.8,6,5,6784400,66.0,6311,,2017-03-14,China,China:Hangzhou,Homo sapiens,,,ASM1985740v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857405.1,"{'accession': 'GCA_019857405.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:05.062,2021-06-30T00:00:00.000,2021-06-29T16:17:03.740,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:05.062'}","{'title': 'ZPPH33_hybrid', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.28 N 120.22 E,"{'label': 'Sample name', 'value': 'ZPPH33_hybrid'};{'db': 'SRA', 'value': 'SRS9337627'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""ZPPH33""}, {""name"": ""collection_date"", ""value"": ""2017-03-14""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.28 N 120.22 E""}, {""name"": ""num_replicons"", ""value"": ""6""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857405.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6457,80,,Pseudomonas aeruginosa,species,v1.2.3,99.22,0.59,38.7189,287,species_match,category_na,na,GCA_008801675.1,99.36,Pseudomonas aeruginosa,6568917,1,4478171,117.0,6784400,ZPPH33,,6.0,,6457.0,6311.0,66.0,100,PubMLST,1212,other,unknown,O11
279,GCA_019857425.1,GCF_019857425.1,Pseudomonas aeruginosa ZPPH29,Pseudomonas aeruginosa,287,Complete,ZPPH29,,,2021-09-02,PRJNA672835,SAMN19950574,GCF_019857425.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,canu v. 2.1.1,4,3,7050019,65.5,6596,,2017-04-27,China,China:Hangzhou,Homo sapiens,,,ASM1985742v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857425.1,"{'accession': 'GCA_019857425.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:06.815,2021-06-30T00:00:00.000,2021-06-29T16:17:03.730,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:06.815'}","{'title': 'ZPPH29_hybrid', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.28 N 120.21 E,"{'label': 'Sample name', 'value': 'ZPPH29_hybrid'};{'db': 'SRA', 'value': 'SRS9337626'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""ZPPH29""}, {""name"": ""collection_date"", ""value"": ""2017-04-27""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.28 N 120.21 E""}, {""name"": ""num_replicons"", ""value"": ""4""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857425.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6733,81,,Pseudomonas aeruginosa,species,v1.2.3,99.57,1.37,73.5671,287,species_match,category_na,na,GCA_001045685.1,99.44,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6599714,1,4633329,138.0,7050019,ZPPH29,,4.0,,6733.0,6596.0,56.0,78,-,-,other,unknown,O3
280,GCA_019857445.1,GCF_019857445.1,Pseudomonas aeruginosa ZPPH14,Pseudomonas aeruginosa,287,Complete,ZPPH14,,,2021-09-02,PRJNA672835,SAMN19950573,GCF_019857445.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,canu v. 2.1.1,4,3,6466962,66.5,5837,,2016-08-12,China,China:Hangzhou,Homo sapiens,,,ASM1985744v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857445.1,"{'accession': 'GCA_019857445.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:05.042,2021-06-30T00:00:00.000,2021-06-29T16:17:03.716,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:05.042'}","{'title': 'ZPPH14_hybrid', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.28 N 120.20 E,"{'label': 'Sample name', 'value': 'ZPPH14_hybrid'};{'db': 'SRA', 'value': 'SRS9337625'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""ZPPH14""}, {""name"": ""collection_date"", ""value"": ""2016-08-12""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.28 N 120.20 E""}, {""name"": ""num_replicons"", ""value"": ""4""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857445.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,5981,79,,Pseudomonas aeruginosa,species,v1.2.3,99.47,0.31,59.7957,287,species_match,category_na,na,GCA_001045685.1,99.35,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6399185,1,4291735,126.0,6466962,ZPPH14,,4.0,,5981.0,5837.0,65.0,62,PubMLST,3761,other,unknown,O6
281,GCA_019857465.1,GCF_019857465.1,Pseudomonas aeruginosa ZPPH2,Pseudomonas aeruginosa,287,Complete,ZPPH2,,,2021-09-02,PRJNA672835,SAMN19950572,GCF_019857465.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,unicycler v. 0.4.8,3,2,6788275,66.0,6276,,2017-06-03,China,China:Hangzhou,Homo sapiens,,,ASM1985746v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857465.1,"{'accession': 'GCA_019857465.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:06.795,2021-06-30T00:00:00.000,2021-06-29T16:17:03.703,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:06.795'}","{'title': 'ZPPH2_hybrid', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.28 N 120.19 E,"{'label': 'Sample name', 'value': 'ZPPH2_hybrid'};{'db': 'SRA', 'value': 'SRS9337635'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""ZPPH2""}, {""name"": ""collection_date"", ""value"": ""2017-06-03""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.28 N 120.19 E""}, {""name"": ""num_replicons"", ""value"": ""3""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857465.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6423,80,,Pseudomonas aeruginosa,species,v1.2.3,99.71,0.76,86.2452,287,species_match,category_na,na,GCA_008801675.1,99.38,Pseudomonas aeruginosa,6700502,1,4486165,88.0,6788275,ZPPH2,,3.0,,6423.0,6276.0,67.0,100,PubMLST,1212,other,unknown,O11
282,GCA_019857485.1,GCF_019857485.1,Pseudomonas aeruginosa ZPPH1,Pseudomonas aeruginosa,287,Complete,ZPPH1,,,2021-09-02,PRJNA672835,SAMN19950571,GCF_019857485.1,"Sir Run Run Shaw Hospital, Zhejiang University",OK,Oxford Nanopore MiniION,unicycler v. 0.4.8,6,5,6803847,66.0,6319,,2017-07-05,China,China:Hangzhou,Homo sapiens,,,ASM1985748v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_019857485.1,"{'accession': 'GCA_019857485.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA672835,KPC-producing Pseudomonas aeruginosa from 6 Hospitals in China from 2016-2019,2021-06-30T13:33:06.775,2021-06-30T00:00:00.000,2021-06-29T16:17:03.693,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2021-06-30T13:33:06.775'}","{'title': 'ZPPH1_hybrid', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}","{'name': 'Sir Run Run Shaw Hospital, Zhejiang University', 'contacts': [{}]}",,30.28 N 120.18 E,"{'label': 'Sample name', 'value': 'ZPPH1_hybrid'};{'db': 'SRA', 'value': 'SRS9337634'}",MIGS.ba;MIGS/MIMS/MIMARKS.human-associated,PRJNA672835,"[{""name"": ""strain"", ""value"": ""ZPPH1""}, {""name"": ""collection_date"", ""value"": ""2017-07-05""}, {""name"": ""env_broad_scale"", ""value"": ""not applicable""}, {""name"": ""env_local_scale"", ""value"": ""not applicable""}, {""name"": ""env_medium"", ""value"": ""not applicable""}, {""name"": ""geo_loc_name"", ""value"": ""China:Hangzhou""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isol_growth_condt"", ""value"": ""not applicable""}, {""name"": ""lat_lon"", ""value"": ""30.28 N 120.18 E""}, {""name"": ""num_replicons"", ""value"": ""6""}, {""name"": ""ref_biomaterial"", ""value"": ""not applicable""}]",GCF_019857485.1-RS_2025_01_01,NCBI RefSeq,2025-01-01,6467,80,,Pseudomonas aeruginosa,species,v1.2.3,99.54,0.54,68.0121,287,species_match,category_na,na,GCA_008801675.1,99.36,Pseudomonas aeruginosa,6612129,1,4494196,104.0,6803847,ZPPH1,,6.0,,6467.0,6319.0,68.0,100,PubMLST,1212,other,unknown,O11
